tissue,AD_level,method,name,log2FC,FDR
MSBB_BM36,AD_likely,DESeq2 indepfilter,NC_012959.1_region_1_34920__ID=id0,-0.0919784904089039,0.7599877922755172
MSBB_BM36,AD_likely,DESeq2 prefilter,NC_000898.1_region_1_162114__ID=id0,-0.3534484942271547,0.5854143610846155
MSBB_BM36,AD_likely,DESeq2 prefilter,NC_001405.1_region_1_35937__ID=id0,0.10108967344106408,0.5854143610846155
MSBB_BM36,AD_likely,DESeq2 prefilter,NC_001460.1_region_1_34125__ID=id0,-0.17844404158981939,0.5854143610846155
MSBB_BM36,AD_likely,DESeq2 prefilter,NC_001611.1_region_1_185578__ID=id0,0.08911851864196893,0.6358771318739963
MSBB_BM36,AD_likely,DESeq2 prefilter,NC_001664.2_region_1_159322__ID=id0,-0.2212425553449255,0.6939523357388068
MSBB_BM36,AD_likely,DESeq2 prefilter,NC_001716.2_region_1_153080__ID=id0,-0.39590084537242864,0.5854143610846155
MSBB_BM36,AD_likely,DESeq2 prefilter,NC_001798.2_region_1_154675__ID=id0,-0.515831478821861,0.5854143610846155
MSBB_BM36,AD_likely,DESeq2 prefilter,NC_001806.2_region_1_152222__ID=id0,-0.1748753089258532,0.5854143610846155
MSBB_BM36,AD_likely,DESeq2 prefilter,NC_002645.1_region_1_27317__ID=id0,-0.11687341260651146,0.6358771318739963
MSBB_BM36,AD_likely,DESeq2 prefilter,NC_006273.2_region_1_235646__ID=id0,-0.5275887442238812,0.5854143610846155
MSBB_BM36,AD_likely,DESeq2 prefilter,NC_009333.1_region_1_137969__ID=id0,-0.1932438616682958,0.5854143610846155
MSBB_BM36,AD_likely,DESeq2 prefilter,NC_009823.1_region_1_9711__ID=id0,-0.08853108177973487,0.5854143610846155
MSBB_BM36,AD_likely,DESeq2 prefilter,NC_009825.1_region_1_9355__ID=id0,0.1054343702148196,0.5854143610846155
MSBB_BM36,AD_likely,DESeq2 prefilter,NC_012959.1_region_1_34920__ID=id0,-0.09381949513924683,0.7415643486214629
MSBB_BM36,AD_possible,voom+limma no prefilter,NC_009333.1_region_1_137969__ID=id0,-0.2357047095173982,0.5111621177907502
MSBB_BM36,AD_possible,voom+limma no prefilter,NC_001716.2_region_1_153080__ID=id0,-0.4012963186290741,0.5111621177907502
MSBB_BM36,AD_possible,voom+limma no prefilter,NC_001611.1_region_1_185578__ID=id0,0.2123750836144498,0.5111621177907502
MSBB_BM36,AD_possible,voom+limma no prefilter,NC_001405.1_region_1_35937__ID=id0,0.09221226656670384,0.5332549098693052
MSBB_BM36,AD_possible,voom+limma no prefilter,NC_012959.1_region_1_34920__ID=id0,0.3631990482646433,0.5332549098693052
MSBB_BM36,AD_possible,voom+limma no prefilter,NC_001664.2_region_1_159322__ID=id0,0.28486456859371856,0.5332549098693052
MSBB_BM36,AD_possible,voom+limma no prefilter,NC_001798.2_region_1_154675__ID=id0,-0.25742302324646626,0.5332549098693052
MSBB_BM36,AD_possible,voom+limma no prefilter,NC_001806.2_region_1_152222__ID=id0,0.1497885555290117,0.5332549098693052
MSBB_BM36,AD_possible,voom+limma no prefilter,NC_006273.2_region_1_235646__ID=id0,-0.4637203116889479,0.5332549098693052
MSBB_BM36,AD_possible,voom+limma no prefilter,NC_009825.1_region_1_9355__ID=id0,0.0990022180248904,0.5332549098693052
MSBB_BM36,AD_possible,voom+limma no prefilter,NC_002645.1_region_1_27317__ID=id0,-0.06225595356520186,0.747365641823176
MSBB_BM36,AD_possible,voom+limma no prefilter,NC_001460.1_region_1_34125__ID=id0,-0.08901143293504976,0.5332549098693052
MSBB_BM36,AD_possible,voom+limma no prefilter,NC_000898.1_region_1_162114__ID=id0,0.08588783922890642,0.747365641823176
MSBB_BM36,AD_possible,voom+limma no prefilter,NC_009823.1_region_1_9711__ID=id0,-0.0401407673539044,0.6398142347039291
MSBB_BM36,AD_possible,voom+limma prefilter,NC_009333.1_region_1_137969__ID=id0,-0.23063794777872548,0.34019235691972194
MSBB_BM36,AD_possible,voom+limma prefilter,NC_012959.1_region_1_34920__ID=id0,0.3814545472295272,0.34019235691972194
MSBB_BM36,AD_possible,voom+limma prefilter,NC_001611.1_region_1_185578__ID=id0,0.21391542490956494,0.4747120404759021
MSBB_BM36,AD_possible,voom+limma prefilter,NC_001405.1_region_1_35937__ID=id0,0.09361460975454389,0.5998082204638095
MSBB_BM36,AD_possible,voom+limma prefilter,NC_001716.2_region_1_153080__ID=id0,-0.19193487172781776,0.6247558946150761
MSBB_BM36,AD_possible,voom+limma prefilter,NC_001798.2_region_1_154675__ID=id0,-0.18443806915479355,0.6247558946150761
MSBB_BM36,AD_possible,voom+limma prefilter,NC_001806.2_region_1_152222__ID=id0,0.14421092656889867,0.6247558946150761
MSBB_BM36,AD_possible,voom+limma prefilter,NC_006273.2_region_1_235646__ID=id0,-0.13321188313338617,0.6324702641382928
MSBB_BM36,AD_possible,voom+limma prefilter,NC_009825.1_region_1_9355__ID=id0,0.10124677342437938,0.6247558946150761
MSBB_BM36,AD_possible,voom+limma prefilter,NC_000898.1_region_1_162114__ID=id0,-0.07148522646920874,0.7501711209415947
MSBB_BM36,AD_possible,voom+limma prefilter,NC_001664.2_region_1_159322__ID=id0,-0.020519321193405382,0.9059578500207854
MSBB_BM36,AD_possible,voom+limma prefilter,NC_002645.1_region_1_27317__ID=id0,-0.047496542520905294,0.8257716720648559
MSBB_BM36,AD_possible,voom+limma prefilter,NC_001460.1_region_1_34125__ID=id0,-0.09254150287103391,0.6247558946150761
MSBB_BM36,AD_possible,voom+limma prefilter,NC_009823.1_region_1_9711__ID=id0,-0.04357064747099074,0.6898180292393438
MSBB_BM36,AD_possible,edgeR prefilter,NC_001405.1_region_1_35937__ID=id0,0.10961851535860438,0.4790102524187143
MSBB_BM36,AD_possible,edgeR prefilter,NC_001798.2_region_1_154675__ID=id0,-0.43387477162316523,0.4790102524187143
MSBB_BM36,AD_possible,edgeR prefilter,NC_006273.2_region_1_235646__ID=id0,-0.46055700326479176,0.4790102524187143
MSBB_BM36,AD_possible,edgeR prefilter,NC_001460.1_region_1_34125__ID=id0,-0.22376566432483647,0.5571692186418362
MSBB_BM36,AD_possible,edgeR prefilter,NC_009333.1_region_1_137969__ID=id0,-0.15581692219874863,0.5860070506457344
MSBB_BM36,AD_possible,edgeR prefilter,NC_001716.2_region_1_153080__ID=id0,-0.33106376341829186,0.6623767325340345
MSBB_BM36,AD_possible,edgeR prefilter,NC_000898.1_region_1_162114__ID=id0,-0.30314663854773116,0.6990211301378839
MSBB_BM36,AD_possible,edgeR prefilter,NC_002645.1_region_1_27317__ID=id0,-0.12017373035026707,0.6990211301378839
MSBB_BM36,AD_possible,edgeR prefilter,NC_001806.2_region_1_152222__ID=id0,-0.13227524254710957,0.6990211301378839
MSBB_BM36,AD_possible,edgeR prefilter,NC_009825.1_region_1_9355__ID=id0,0.06578759823433356,0.6990211301378839
MSBB_BM36,AD_possible,edgeR prefilter,NC_001664.2_region_1_159322__ID=id0,-0.1883154434540899,0.6990211301378839
MSBB_BM36,AD_possible,edgeR prefilter,NC_001611.1_region_1_185578__ID=id0,0.07086677460323262,0.6990211301378839
MSBB_BM36,AD_possible,edgeR prefilter,NC_009823.1_region_1_9711__ID=id0,-0.02623956458271672,0.7628733668699528
MSBB_BM36,AD_possible,edgeR prefilter,NC_012959.1_region_1_34920__ID=id0,0.041593848728075866,0.8678360391473935
MSBB_BM36,AD_possible,edgeR no prefilter,NC_001405.1_region_1_35937__ID=id0,0.10850379412013428,0.47485726611244733
MSBB_BM36,AD_possible,edgeR no prefilter,NC_001798.2_region_1_154675__ID=id0,-0.4349610613936016,0.47485726611244733
MSBB_BM36,AD_possible,edgeR no prefilter,NC_006273.2_region_1_235646__ID=id0,-0.4620133873760827,0.47485726611244733
MSBB_BM36,AD_possible,edgeR no prefilter,NC_001460.1_region_1_34125__ID=id0,-0.22497505886624974,0.5461419117272288
MSBB_BM36,AD_possible,edgeR no prefilter,NC_009333.1_region_1_137969__ID=id0,-0.15737321597906545,0.5767842355595216
MSBB_BM36,AD_possible,edgeR no prefilter,NC_001716.2_region_1_153080__ID=id0,-0.32990737348116467,0.6669152120266432
MSBB_BM36,AD_possible,edgeR no prefilter,NC_000898.1_region_1_162114__ID=id0,-0.3012556246321657,0.707404252297656
MSBB_BM36,AD_possible,edgeR no prefilter,NC_001806.2_region_1_152222__ID=id0,-0.1346251512560961,0.707404252297656
MSBB_BM36,AD_possible,edgeR no prefilter,NC_002645.1_region_1_27317__ID=id0,-0.11941657674491248,0.707404252297656
MSBB_BM36,AD_possible,edgeR no prefilter,NC_009825.1_region_1_9355__ID=id0,0.06526456121626574,0.707404252297656
MSBB_BM36,AD_possible,edgeR no prefilter,NC_001664.2_region_1_159322__ID=id0,-0.18934988056724697,0.707404252297656
MSBB_BM36,AD_possible,edgeR no prefilter,NC_001611.1_region_1_185578__ID=id0,0.07036884066121138,0.707404252297656
MSBB_BM36,AD_possible,edgeR no prefilter,NC_009823.1_region_1_9711__ID=id0,-0.0262348497187438,0.7628147327366027
MSBB_BM36,AD_possible,edgeR no prefilter,NC_012959.1_region_1_34920__ID=id0,0.04020611838270967,0.8722161136997181
MSBB_BM36,AD_possible,DESeq2 indepfilter,NC_000898.1_region_1_162114__ID=id0,-0.3960097671703577,0.6958545553890335
MSBB_BM36,AD_possible,DESeq2 indepfilter,NC_001405.1_region_1_35937__ID=id0,0.11883638347019583,0.5641326997625496
MSBB_BM36,AD_possible,DESeq2 indepfilter,NC_001460.1_region_1_34125__ID=id0,-0.19565659190567045,0.5641326997625496
MSBB_BM36,AD_possible,DESeq2 indepfilter,NC_001611.1_region_1_185578__ID=id0,0.06998650104379771,0.6988335695741792
MSBB_BM36,AD_possible,DESeq2 indepfilter,NC_001664.2_region_1_159322__ID=id0,-0.24015832158686853,0.6988335695741792
MSBB_BM36,AD_possible,DESeq2 indepfilter,NC_001716.2_region_1_153080__ID=id0,-0.3972763240957356,0.6958545553890335
MSBB_BM36,AD_possible,DESeq2 indepfilter,NC_001798.2_region_1_154675__ID=id0,-0.45329960378093587,0.5641326997625496
MSBB_BM36,AD_possible,DESeq2 indepfilter,NC_001806.2_region_1_152222__ID=id0,-0.14819069030751492,0.6958545553890335
MSBB_BM36,AD_possible,DESeq2 indepfilter,NC_002645.1_region_1_27317__ID=id0,-0.13923988102685944,0.6958545553890335
MSBB_BM36,AD_possible,DESeq2 indepfilter,NC_006273.2_region_1_235646__ID=id0,-0.49157074350813457,0.5641326997625496
MSBB_BM36,AD_possible,DESeq2 indepfilter,NC_009333.1_region_1_137969__ID=id0,-0.1690187021575157,0.5641326997625496
MSBB_BM36,AD_possible,DESeq2 indepfilter,NC_009823.1_region_1_9711__ID=id0,-0.03647082296124848,0.6988335695741792
MSBB_BM36,AD_possible,DESeq2 indepfilter,NC_009825.1_region_1_9355__ID=id0,0.05810112888842948,0.6988335695741792
MSBB_BM36,AD_possible,DESeq2 indepfilter,NC_012959.1_region_1_34920__ID=id0,0.05074803403255587,0.8492796791546816
MSBB_BM36,AD_possible,DESeq2 prefilter,NC_000898.1_region_1_162114__ID=id0,-0.4598874894595452,0.880191013586979
MSBB_BM36,AD_possible,DESeq2 prefilter,NC_001405.1_region_1_35937__ID=id0,0.12117592957652985,0.8652238987939468
MSBB_BM36,AD_possible,DESeq2 prefilter,NC_001460.1_region_1_34125__ID=id0,-0.19573452755443024,0.8652238987939468
MSBB_BM36,AD_possible,DESeq2 prefilter,NC_001611.1_region_1_185578__ID=id0,0.0678618767092788,0.8652238987939468
MSBB_BM36,AD_possible,DESeq2 prefilter,NC_001664.2_region_1_159322__ID=id0,-0.2600830006118205,0.9306413826924891
MSBB_BM36,AD_possible,DESeq2 prefilter,NC_001716.2_region_1_153080__ID=id0,-0.4600626045428318,0.8652238987939468
MSBB_BM36,AD_possible,DESeq2 prefilter,NC_001798.2_region_1_154675__ID=id0,-0.46637232799549455,0.8652238987939468
MSBB_BM36,AD_possible,DESeq2 prefilter,NC_001806.2_region_1_152222__ID=id0,-0.14881132514176962,0.8652238987939468
MSBB_BM36,AD_possible,DESeq2 prefilter,NC_002645.1_region_1_27317__ID=id0,-0.1274302378387655,0.8652238987939468
MSBB_BM36,AD_possible,DESeq2 prefilter,NC_006273.2_region_1_235646__ID=id0,-0.33171716468018075,0.8652238987939468
MSBB_BM36,AD_possible,DESeq2 prefilter,NC_009333.1_region_1_137969__ID=id0,-0.16578463526869294,0.8652238987939468
MSBB_BM36,AD_possible,DESeq2 prefilter,NC_009823.1_region_1_9711__ID=id0,-0.03320451305141966,0.8652238987939468
MSBB_BM36,AD_possible,DESeq2 prefilter,NC_009825.1_region_1_9355__ID=id0,0.05883570741249269,0.8652238987939468
MSBB_BM36,AD_possible,DESeq2 prefilter,NC_012959.1_region_1_34920__ID=id0,0.10401149283845934,0.880191013586979
MSBB_BM10,AD_definite,voom+limma no prefilter,NC_011203.1_region_1_35343__ID=id0,-0.42999357150351525,2.0444734035761646e-7
MSBB_BM10,AD_definite,voom+limma no prefilter,NC_000898.1_region_1_162114__ID=id0,-0.6914004673937351,2.6667091174125054e-5
MSBB_BM10,AD_definite,voom+limma no prefilter,NC_001716.2_region_1_153080__ID=id0,0.5530416773179514,6.142680280644893e-4
MSBB_BM10,AD_definite,voom+limma no prefilter,NC_001798.2_region_1_154675__ID=id0,-0.37074585152698525,0.03423990550345115
MSBB_BM10,AD_definite,voom+limma no prefilter,NC_009333.1_region_1_137969__ID=id0,-0.19674701500221825,0.18847317333719196
MSBB_BM10,AD_definite,voom+limma no prefilter,NC_001611.1_region_1_185578__ID=id0,0.20168146107798046,0.22167762534401947
MSBB_BM10,AD_definite,voom+limma no prefilter,NC_001806.2_region_1_152222__ID=id0,-0.15156574443599014,0.6615665740558645
MSBB_BM10,AD_definite,voom+limma no prefilter,NC_012959.1_region_1_34920__ID=id0,0.03246391611197019,0.931027358098301
MSBB_BM10,AD_definite,voom+limma no prefilter,NC_002645.1_region_1_27317__ID=id0,0.0012836605609978236,0.9929648839059816
MSBB_BM10,AD_definite,voom+limma no prefilter,NC_009825.1_region_1_9355__ID=id0,0.06743666068635457,0.705401486135444
MSBB_BM10,AD_definite,voom+limma no prefilter,NC_006273.2_region_1_235646__ID=id0,0.05154481443245196,0.8885032959502631
MSBB_BM10,AD_definite,voom+limma no prefilter,NC_001664.2_region_1_159322__ID=id0,0.05105792313513735,0.8885032959502631
MSBB_BM10,AD_definite,voom+limma no prefilter,NC_001460.1_region_1_34125__ID=id0,-0.08953530103323115,0.705401486135444
MSBB_BM10,AD_definite,voom+limma no prefilter,NC_009823.1_region_1_9711__ID=id0,0.05211682846065868,0.705401486135444
MSBB_BM10,AD_definite,voom+limma no prefilter,NC_001405.1_region_1_35937__ID=id0,0.016061318099800825,0.931027358098301
MSBB_BM10,AD_definite,voom+limma prefilter,NC_001716.2_region_1_153080__ID=id0,0.3985242100696409,0.03321050358983782
MSBB_BM10,AD_definite,voom+limma prefilter,NC_001798.2_region_1_154675__ID=id0,-0.2963372183493673,0.23304023115818762
MSBB_BM10,AD_definite,voom+limma prefilter,NC_001611.1_region_1_185578__ID=id0,0.22463704899027626,0.23304023115818762
MSBB_BM10,AD_definite,voom+limma prefilter,NC_009333.1_region_1_137969__ID=id0,-0.2020162540744631,0.2593378598388448
MSBB_BM10,AD_definite,voom+limma prefilter,NC_011203.1_region_1_35343__ID=id0,-0.17311863353147583,0.3372458016125924
MSBB_BM10,AD_definite,voom+limma prefilter,NC_001806.2_region_1_152222__ID=id0,-0.12237491153719637,0.7846052849035416
MSBB_BM10,AD_definite,voom+limma prefilter,NC_001664.2_region_1_159322__ID=id0,0.09249441309763551,0.7846052849035416
MSBB_BM10,AD_definite,voom+limma prefilter,NC_006273.2_region_1_235646__ID=id0,0.08233523886298233,0.7962634723057285
MSBB_BM10,AD_definite,voom+limma prefilter,NC_012959.1_region_1_34920__ID=id0,-9.12056136500361e-4,0.9954160250791744
MSBB_BM10,AD_definite,voom+limma prefilter,NC_002645.1_region_1_27317__ID=id0,0.026268847184283572,0.9749267043406185
MSBB_BM10,AD_definite,voom+limma prefilter,NC_000898.1_region_1_162114__ID=id0,0.013695064470748086,0.9749267043406185
MSBB_BM10,AD_definite,voom+limma prefilter,NC_009825.1_region_1_9355__ID=id0,0.05029825081283912,0.7962634723057285
MSBB_BM10,AD_definite,voom+limma prefilter,NC_001460.1_region_1_34125__ID=id0,-0.09229376285766122,0.7846052849035416
MSBB_BM10,AD_definite,voom+limma prefilter,NC_009823.1_region_1_9711__ID=id0,0.05029281596121672,0.7846052849035416
MSBB_BM10,AD_definite,voom+limma prefilter,NC_001405.1_region_1_35937__ID=id0,0.02462246316964989,0.8976421582597591
MSBB_BM10,AD_definite,edgeR prefilter,NC_009333.1_region_1_137969__ID=id0,-0.19744789091316983,0.3481527847624312
MSBB_BM10,AD_definite,edgeR prefilter,NC_011203.1_region_1_35343__ID=id0,-0.5122918168730781,0.45835850854092447
MSBB_BM10,AD_definite,edgeR prefilter,NC_001611.1_region_1_185578__ID=id0,0.1438052396727463,0.45835850854092447
MSBB_BM10,AD_definite,edgeR prefilter,NC_001716.2_region_1_153080__ID=id0,0.34534075662801544,0.45835850854092447
MSBB_BM10,AD_definite,edgeR prefilter,NC_001806.2_region_1_152222__ID=id0,-0.19004221132109206,0.45835850854092447
MSBB_BM10,AD_definite,edgeR prefilter,NC_001798.2_region_1_154675__ID=id0,-0.20734873867104198,0.7238354539233494
MSBB_BM10,AD_definite,edgeR prefilter,NC_001460.1_region_1_34125__ID=id0,-0.10752113009316919,0.8999038822856978
MSBB_BM10,AD_definite,edgeR prefilter,NC_006273.2_region_1_235646__ID=id0,-0.1299185804852985,0.939054790937816
MSBB_BM10,AD_definite,edgeR prefilter,NC_001664.2_region_1_159322__ID=id0,0.14111582237988632,0.939054790937816
MSBB_BM10,AD_definite,edgeR prefilter,NC_001405.1_region_1_35937__ID=id0,-0.02425504799718873,0.969509954611555
MSBB_BM10,AD_definite,edgeR prefilter,NC_012959.1_region_1_34920__ID=id0,-0.04051652342783372,0.969509954611555
MSBB_BM10,AD_definite,edgeR prefilter,NC_009825.1_region_1_9355__ID=id0,-0.022500646180170187,0.969509954611555
MSBB_BM10,AD_definite,edgeR prefilter,NC_009823.1_region_1_9711__ID=id0,0.00940898644288571,0.969509954611555
MSBB_BM10,AD_definite,edgeR prefilter,NC_000898.1_region_1_162114__ID=id0,-0.011418190830002999,0.969509954611555
MSBB_BM10,AD_definite,edgeR prefilter,NC_002645.1_region_1_27317__ID=id0,0.004472495475632317,0.969509954611555
MSBB_BM10,AD_definite,edgeR no prefilter,NC_009333.1_region_1_137969__ID=id0,-0.17019407450263876,0.37637535181293474
MSBB_BM10,AD_definite,edgeR no prefilter,NC_011203.1_region_1_35343__ID=id0,-0.555616073540467,0.37637535181293474
MSBB_BM10,AD_definite,edgeR no prefilter,NC_001611.1_region_1_185578__ID=id0,0.14829942368928553,0.5339391887099133
MSBB_BM10,AD_definite,edgeR no prefilter,NC_001716.2_region_1_153080__ID=id0,0.3177259955376431,0.5862349656190465
MSBB_BM10,AD_definite,edgeR no prefilter,NC_001806.2_region_1_152222__ID=id0,-0.17790061705426263,0.5862349656190465
MSBB_BM10,AD_definite,edgeR no prefilter,NC_001798.2_region_1_154675__ID=id0,-0.20786498196331138,0.6388533455136834
MSBB_BM10,AD_definite,edgeR no prefilter,NC_001460.1_region_1_34125__ID=id0,-0.11293377929284974,0.6388533455136834
MSBB_BM10,AD_definite,edgeR no prefilter,NC_006273.2_region_1_235646__ID=id0,-0.17904445131468044,0.6388533455136834
MSBB_BM10,AD_definite,edgeR no prefilter,NC_012959.1_region_1_34920__ID=id0,-0.09210626895409758,0.8495789200939979
MSBB_BM10,AD_definite,edgeR no prefilter,NC_001664.2_region_1_159322__ID=id0,0.13639462078734357,0.8495789200939979
MSBB_BM10,AD_definite,edgeR no prefilter,NC_001405.1_region_1_35937__ID=id0,-0.025247018026762602,0.9395826857681047
MSBB_BM10,AD_definite,edgeR no prefilter,NC_009825.1_region_1_9355__ID=id0,-0.023134877350219553,0.9395826857681047
MSBB_BM10,AD_definite,edgeR no prefilter,NC_000898.1_region_1_162114__ID=id0,-0.05045446533906376,0.9395826857681047
MSBB_BM10,AD_definite,edgeR no prefilter,NC_009823.1_region_1_9711__ID=id0,-0.0058794812798642114,0.9395826857681047
MSBB_BM10,AD_definite,edgeR no prefilter,NC_002645.1_region_1_27317__ID=id0,0.009100332693986506,0.9395826857681047
MSBB_BM10,AD_definite,DESeq2 indepfilter,NC_000898.1_region_1_162114__ID=id0,-0.042860457303736776,0.8840056979710368
MSBB_BM10,AD_definite,DESeq2 indepfilter,NC_001405.1_region_1_35937__ID=id0,0.010352270717750875,0.8840056979710368
MSBB_BM10,AD_definite,DESeq2 indepfilter,NC_001460.1_region_1_34125__ID=id0,-0.10275516261469825,0.8029696808451022
MSBB_BM10,AD_definite,DESeq2 indepfilter,NC_001611.1_region_1_185578__ID=id0,0.19239605762546663,0.41499205207902023
MSBB_BM10,AD_definite,DESeq2 indepfilter,NC_001664.2_region_1_159322__ID=id0,0.1562339684683586,0.8840056979710368
MSBB_BM10,AD_definite,DESeq2 indepfilter,NC_001716.2_region_1_153080__ID=id0,0.4400392062151736,0.41499205207902023
MSBB_BM10,AD_definite,DESeq2 indepfilter,NC_001798.2_region_1_154675__ID=id0,-0.19505848109690072,0.8029696808451022
MSBB_BM10,AD_definite,DESeq2 indepfilter,NC_001806.2_region_1_152222__ID=id0,-0.16479917139004438,0.7127333690739943
MSBB_BM10,AD_definite,DESeq2 indepfilter,NC_002645.1_region_1_27317__ID=id0,0.0444897252036557,0.8840056979710368
MSBB_BM10,AD_definite,DESeq2 indepfilter,NC_006273.2_region_1_235646__ID=id0,-0.14446619130982635,0.8840056979710368
MSBB_BM10,AD_definite,DESeq2 indepfilter,NC_009333.1_region_1_137969__ID=id0,-0.15726194492465348,0.41499205207902023
MSBB_BM10,AD_definite,DESeq2 indepfilter,NC_009823.1_region_1_9711__ID=id0,0.03181965454779281,0.8840056979710368
MSBB_BM10,AD_definite,DESeq2 indepfilter,NC_009825.1_region_1_9355__ID=id0,0.018038358437216948,0.8840056979710368
MSBB_BM10,AD_definite,DESeq2 indepfilter,NC_011203.1_region_1_35343__ID=id0,-0.5836971483514188,0.41499205207902023
MSBB_BM10,AD_definite,DESeq2 indepfilter,NC_012959.1_region_1_34920__ID=id0,-0.06100673040999582,0.8840056979710368
MSBB_BM10,AD_definite,DESeq2 prefilter,NC_000898.1_region_1_162114__ID=id0,-0.031182723478106668,0.9109536939352659
MSBB_BM10,AD_definite,DESeq2 prefilter,NC_001405.1_region_1_35937__ID=id0,0.00984003585653834,0.9109536939352659
MSBB_BM10,AD_definite,DESeq2 prefilter,NC_001460.1_region_1_34125__ID=id0,-0.10280764864963451,0.80481378131835
MSBB_BM10,AD_definite,DESeq2 prefilter,NC_001611.1_region_1_185578__ID=id0,0.18750490813240225,0.3737319206811837
MSBB_BM10,AD_definite,DESeq2 prefilter,NC_001664.2_region_1_159322__ID=id0,0.16238584185608226,0.9068228941020536
MSBB_BM10,AD_definite,DESeq2 prefilter,NC_001716.2_region_1_153080__ID=id0,0.42022833767664913,0.3737319206811837
MSBB_BM10,AD_definite,DESeq2 prefilter,NC_001798.2_region_1_154675__ID=id0,-0.1946564270560126,0.80481378131835
MSBB_BM10,AD_definite,DESeq2 prefilter,NC_001806.2_region_1_152222__ID=id0,-0.16494979997776024,0.7255055029210501
MSBB_BM10,AD_definite,DESeq2 prefilter,NC_002645.1_region_1_27317__ID=id0,0.038695130607577455,0.9109536939352659
MSBB_BM10,AD_definite,DESeq2 prefilter,NC_006273.2_region_1_235646__ID=id0,-0.14408582178045132,0.9068228941020536
MSBB_BM10,AD_definite,DESeq2 prefilter,NC_009333.1_region_1_137969__ID=id0,-0.15397572962882614,0.3737319206811837
MSBB_BM10,AD_definite,DESeq2 prefilter,NC_009823.1_region_1_9711__ID=id0,0.03123011289192667,0.9109536939352659
MSBB_BM10,AD_definite,DESeq2 prefilter,NC_009825.1_region_1_9355__ID=id0,0.01764690345235801,0.9109536939352659
MSBB_BM10,AD_definite,DESeq2 prefilter,NC_011203.1_region_1_35343__ID=id0,-0.5803557279486994,0.3737319206811837
MSBB_BM10,AD_definite,DESeq2 prefilter,NC_012959.1_region_1_34920__ID=id0,-0.06153446980409674,0.9109536939352659
MSBB_BM10,AD_likely,voom+limma no prefilter,NC_001716.2_region_1_153080__ID=id0,0.8281150749216977,3.225299323609076e-9
MSBB_BM10,AD_likely,voom+limma no prefilter,NC_011203.1_region_1_35343__ID=id0,-0.4119695494488811,3.22133454062032e-8
MSBB_BM10,AD_likely,voom+limma no prefilter,NC_001664.2_region_1_159322__ID=id0,0.8884481982490247,4.856332005788584e-8
MSBB_BM10,AD_likely,voom+limma no prefilter,NC_000898.1_region_1_162114__ID=id0,-0.5194261762353918,3.0530602038276967e-4
MSBB_BM10,AD_likely,voom+limma no prefilter,NC_001798.2_region_1_154675__ID=id0,-0.2742601039012227,0.10067886433704057
MSBB_BM10,AD_likely,voom+limma no prefilter,NC_009333.1_region_1_137969__ID=id0,-0.18364275975068578,0.1658925289370659
MSBB_BM10,AD_likely,voom+limma no prefilter,NC_001611.1_region_1_185578__ID=id0,0.20823017803351318,0.1658925289370659
MSBB_BM10,AD_likely,voom+limma no prefilter,NC_001806.2_region_1_152222__ID=id0,-0.2012045686621084,0.32740034446213573
MSBB_BM10,AD_likely,voom+limma no prefilter,NC_012959.1_region_1_34920__ID=id0,0.02054744942775688,0.9732127214791324
MSBB_BM10,AD_likely,voom+limma no prefilter,NC_002645.1_region_1_27317__ID=id0,0.0017101796488829812,0.9906591935987392
MSBB_BM10,AD_likely,voom+limma no prefilter,NC_009825.1_region_1_9355__ID=id0,0.05792991488798327,0.6484645251688306
MSBB_BM10,AD_likely,voom+limma no prefilter,NC_006273.2_region_1_235646__ID=id0,0.06315739111658836,0.7469563320760656
MSBB_BM10,AD_likely,voom+limma no prefilter,NC_001460.1_region_1_34125__ID=id0,-0.09219856636042312,0.6484645251688306
MSBB_BM10,AD_likely,voom+limma no prefilter,NC_009823.1_region_1_9711__ID=id0,0.04801931600510194,0.6484645251688306
MSBB_BM10,AD_likely,voom+limma no prefilter,NC_001348.1_region_1_124884__ID=id0,0.07721514135035878,0.5403265177196331
MSBB_BM10,AD_likely,voom+limma no prefilter,NC_001405.1_region_1_35937__ID=id0,0.008627533628943418,0.9732127214791324
MSBB_BM10,AD_likely,voom+limma no prefilter,NC_011202.1_region_1_34794__ID=id0,0.03603602950019891,0.5800424207699514
MSBB_BM10,AD_likely,voom+limma prefilter,NC_001716.2_region_1_153080__ID=id0,0.45313484244919433,0.006516076870324069
MSBB_BM10,AD_likely,voom+limma prefilter,NC_011203.1_region_1_35343__ID=id0,-0.2718705761111533,0.04305644907563225
MSBB_BM10,AD_likely,voom+limma prefilter,NC_001611.1_region_1_185578__ID=id0,0.23127776420012625,0.23385886329610742
MSBB_BM10,AD_likely,voom+limma prefilter,NC_001798.2_region_1_154675__ID=id0,-0.2407099145779883,0.25072339956089024
MSBB_BM10,AD_likely,voom+limma prefilter,NC_009333.1_region_1_137969__ID=id0,-0.19009402716604384,0.2876317623162331
MSBB_BM10,AD_likely,voom+limma prefilter,NC_001806.2_region_1_152222__ID=id0,-0.17148696221269433,0.5198302169209978
MSBB_BM10,AD_likely,voom+limma prefilter,NC_001348.1_region_1_124884__ID=id0,0.12818457212084322,0.46879969687388395
MSBB_BM10,AD_likely,voom+limma prefilter,NC_001664.2_region_1_159322__ID=id0,0.10565069124404314,0.7532331064481036
